S+,S-,C
0.39685769876517146,0.021093192050681806,0.050468111240311586
0.3968587756760797,0.021001632766132435,0.05025992494581321
0.3968686571732053,0.020871275023967673,0.04996236513514931
0.39686763443006967,0.020856556525572306,0.049929012916053644
0.3968712725773474,0.020691009935885345,0.049551913097490165
0.3968608778711924,0.020617382295943263,0.04938552318314535
0.39586657206439707,0.020540594661936976,0.049328148752628004
0.39688399949257036,0.020382282988270516,0.04884718426585639
0.39688402914591037,0.020283964584375033,0.04862301252547521
0.39688750105101495,0.020254100457667647,0.04855449656522947
0.3968847865287338,0.020237167681608863,0.048516189275915785
0.39688891560622364,0.020219235763596972,0.04847480371024922
0.39688865232401405,0.020121112880202296,0.04825093932836001
0.39689204039223636,0.02009577352256372,0.04819271175792618
0.3968951078409336,0.019827198682916842,0.047578923356199225
0.3969024180343147,0.01982685647504593,0.04757730663003992
0.39690777336906313,0.019598887283223818,0.047055399432340876
0.39690815502405846,0.01958029486138524,0.04701281600191039
0.39690775400155887,0.019579151268986437,0.04701024455082936
0.3969111983341222,0.019508391427827728,0.04684791952026051
0.396912835084119,0.019460104295578682,0.0467371974859122
0.3969067232591089,0.019353153936529893,0.04649296027979671
0.3969226593130086,0.019127740824920175,0.045974576201774975
0.39692244300168983,0.01873015171857599,0.045062034873573645
0.39693798151561915,0.018697661147669117,0.04498570196689395
0.3969325333862986,0.01864621034712877,0.044868056002136066
0.396940262422596,0.018642313044764068,0.04485826438656411
0.3969413933014049,0.018549482761583126,0.0446447415099701
0.39692388102913795,0.018457171892214155,0.04443431341513023
0.3969438105874971,0.018407591024038127,0.044318114619615885
0.3969492657954642,0.01840688509918362,0.044315908310341594
0.3969515278546439,0.01825005256118208,0.043954679900073075
0.3969591833611897,0.01814895335350166,0.043721025314364406
0.3969597816190749,0.01805756560568255,0.043510387520990214
0.3969679503302402,0.01787605843679651,0.0430910367728973
0.3969672628283684,0.017857995932660277,0.04304944203734676
0.39696669563989573,0.01779610330577805,0.04290670077214183
0.3969668223938331,0.017778872893456397,0.0428669256739149
0.39697918066090393,0.017373848801152968,0.04193006341406254
0.3955345947980592,0.017113778568086404,0.04147303048472516
0.39699875399160073,0.01707657354800315,0.04124025850434153
0.39699966043259777,0.017033966322762915,0.04114150451076222
0.3970054721234279,0.01686484417890109,0.04074910307551859
0.397017626133318,0.016588378665181182,0.04010671622928375
0.39701854173026474,0.016448576369510862,0.039782066455745536
0.3970273539681031,0.016315472282888925,0.03947201027019098
0.3970277184333861,0.016310969014680547,0.03946151064489921
0.3970451961317869,0.015872721061819996,0.03844037858589138
0.39705307607143364,0.015723428260831434,0.038091868349596845
0.39705971511828225,0.015503054872338768,0.03757744517929043
0.39704422844661896,0.015417781456489107,0.037379882477202975
0.3970895702871165,0.014837568966490567,0.036019886898871374
0.3971011142703318,0.01454906007335785,0.03534326226523285
0.3970836009864071,0.014484622315534814,0.035193733372628114
0.3970881129996307,0.014377342719640042,0.03494179771302412
0.397127585422044,0.014011876329354996,0.03408059219046082
0.39712388243828023,0.013801926853839071,0.03358739349474042
0.3971380939222822,0.013793944787532653,0.033567460037530514
0.39714336040795833,0.013656837651571318,0.03324447679451285
0.39715756109596356,0.013259628550587077,0.03230768321864444
0.3852714728498836,0.01278803290245327,0.03212593272526866
0.3971600665170653,0.013055337921375225,0.03182556720230235
0.3971745230436051,0.013014542603252173,0.031728155851079506
0.39717544659843673,0.012952227072825975,0.03158096345190258
0.39719413237401946,0.012600680739528613,0.0307487560513294
0.397198359935745,0.01252456508898686,0.03056837761331233
0.3972064251293264,0.01235387146995784,0.030163742854315116
0.39721128489547136,0.012007459917638857,0.029342399559733393
0.39726587722021667,0.011242141898014577,0.027520002966602355
0.3972992225040588,0.010587326492397077,0.025956547276309104
0.39727979836719546,0.010514380665162006,0.025783547695828475
0.39729083701860346,0.010465880630333758,0.025666972921202676
0.3973110443766875,0.01035069305912537,0.02539039627371236
0.39732309545627253,0.010017370986489766,0.024592133145940127
0.3883484048446536,0.009700083397361338,0.024369099956143163
0.39733445926540156,0.009918185661295063,0.024353888881630925
0.38942776640419213,0.009142839756949395,0.022939071812167096
0.3973982770872316,0.008626228426999016,0.02124558569703542
0.39741503701028685,0.008465766450465404,0.020857765083447766
0.3975122784796443,0.006965798744086239,0.0172216966415048
0.3975151916756602,0.006938728397317193,0.01715579464791739
0.3964071702587878,0.005645515783409732,0.014041731293935955
0.3926695090259841,0.005535885608756432,0.013902085916827674
0.39285503791904713,0.005462523413362297,0.013713990904869086
0.3929606538002559,0.005437642015630585,0.013648758221956617
0.39761496680898495,0.005349171837288013,0.013274560498753423
0.3929217178180711,0.0051209262669097665,0.012865270450310004
0.3931093611846962,0.004930830687492352,0.012387770853742456
0.3976561556502343,0.0046286086914541945,0.011505801615501387
0.39767697366809385,0.004531057382135829,0.01126545725679448
0.3938447579032419,0.0044858281608110345,0.01126157096078406
0.39767962195632894,0.0044915133637748045,0.011168164418860725
0.3938583292791943,0.004261548336373045,0.010704183779761138
0.39685138265203274,0.00429351919147165,0.010703162801621865
0.3976824739826161,0.004290761255844241,0.010674246143027052
0.39769246902635946,0.004190936337006237,0.010428239337767561
0.3965196015821066,0.00403198533835112,0.0100660825471946
0.3977224549146891,0.0038029050424097034,0.00947114534139519
0.3973594126922114,0.0037927021224381874,0.00945452356443537
0.39771873924622436,0.00377732725167322,0.009408130158338674
0.3973526007138176,0.0037274916888441964,0.009293634262709816
0.397794468913059,0.003688105509082554,0.00918621565180229
0.3977312502584073,0.0036499508687196,0.009093477368820706
0.39759660686659143,0.003645383242950222,0.00908524863500704
0.3977701139872826,0.0035578944889468034,0.008865303227789886
0.397413272862011,0.0035455605414728493,0.008842704652187974
0.39699474524126355,0.003528815936946818,0.008810507742830875
0.3969863513854423,0.003517040137580187,0.008781548950698496
0.39746256629654525,0.003497889671122898,0.008723777168202726
0.3947181881944381,0.0034622848826581314,0.008695265380298443
0.39727453865685647,0.003482619247827999,0.008690098677304975
0.3946229992020586,0.003455576535823605,0.008680639317045172
0.3974975233242111,0.0033870794246188786,0.00844901351010734
0.3975480424313421,0.0033567795273852963,0.008373008613328358
0.3975079187006052,0.0033326385570294458,0.008314125146990651
0.39738570240309046,0.003297290468653516,0.008229175001967097
0.39732019946384733,0.0032955135009766013,0.008226121428407287
0.39779177697035517,0.0032807272905667323,0.008179885820426176
0.39758903672585816,0.0032709462545193703,0.008159822365405545
0.3948775479006226,0.0032333202685272664,0.00812165787735664
0.39763196265903067,0.00325106500079064,0.008109759646770099
0.3974740532414231,0.0032232195475272373,0.008044026666547657
0.3977800161708583,0.003193897187165613,0.007965349068266762
0.39785208527468785,0.0031481520065242572,0.007850748488002844
0.39690133569336095,0.0031250662060231726,0.007812149876070428
0.39499870703227347,0.0031094282149475767,0.007810511616439724
0.3976662479022805,0.0030777436890007392,0.007680074445482216
0.39769380029388945,0.0030679540387717717,0.007655306439808496
0.39761303831230616,0.0030599536653546817,0.007637035005157739
0.39696959793072334,0.0030267438820249944,0.007566928908169651
0.3978197363598225,0.0030324703932934896,0.007565058498383625
0.395027252437674,0.003000604017041792,0.0075386784326317005
0.3976883128916439,0.0030184303355767898,0.007532766509659632
0.3974174706401292,0.003014198700492223,0.007527373410438818
0.39505483300139055,0.0029730321768230484,0.0074694071368392725
0.39716210221504616,0.0029689199135116977,0.0074198693660843295
0.3976094044598238,0.0029721979675544534,0.007419706620433937
0.3978729801947528,0.0029730695954174003,0.007416986139625687
0.3976436734144892,0.0029618418950622047,0.007393412676242272
0.39758533921121414,0.0029378567402752434,0.007335047682559367
0.39756176215823574,0.0029305968833151976,0.00731748513337092
0.3978571188968804,0.0029296404092041457,0.00730972354045946
0.3976013858620161,0.0029253545048355412,0.007303768288120144
0.3976972748198519,0.002920179897900858,0.007289197870717376
0.3978463617075278,0.0029153111992023446,0.007274426164701706
0.3977340776441093,0.002898279297306054,0.007234261654332305
0.397739235017971,0.0028882613151607205,0.007209343696067879
0.39528520425918834,0.0028604707818673182,0.0071844828694229935
0.3977033499549663,0.00287404995752257,0.007174768117598352
0.3976825224600984,0.0028686885530655897,0.00716185215321022
0.3955788549630534,0.002847247197264752,0.007146236609064033
0.39762214065380835,0.002856618438642342,0.00713300861477872
0.3971489409572742,0.0028356605802763034,0.00708942436627799
0.3972111747111704,0.002830639778010505,0.007075859761372668
0.3978818225266919,0.0028272990454224632,0.007055739171421989
0.3978782076691762,0.002798221113634626,0.006983742772528851
0.39773506855898766,0.0027888462820013925,0.006962995663089394
0.3976649328930927,0.0027724129858908114,0.006923462595141325
0.3978874408433083,0.002768974418095017,0.0069110946751930425
0.3977961331885815,0.0027659686904810614,0.006905218135978728
0.3978502493136202,0.0027551058122944885,0.006877356423327213
0.3978592289880165,0.002754884664324814,0.006876654042986469
0.39769512005910773,0.0027469218659231295,0.006859723950856781
0.39767398001850984,0.002745897796843658,0.006857546163354758
0.397800845283067,0.0027411372180060505,0.006843570306637475
0.39724847602977986,0.0027233457718627008,0.006808844082054574
0.39727307124629085,0.0027173066026706413,0.006793429925198627
0.39789315697951,0.0027106471956563727,0.006766404031628033
0.3954737448626594,0.0026910515278704985,0.006758637509557847
0.39762593929698975,0.0027018994763397856,0.006749217053250283
0.3976908401260844,0.0027000840580851076,0.006743619535299803
0.3977234373771621,0.002697584695381976,0.006736870810177533
0.39787856619787454,0.0026962751097503552,0.006731014611273921
0.39776916119163686,0.002692890703426621,0.006724459135849063
0.3976214398289761,0.0026861370779471777,0.006710182951575107
0.39739947181354784,0.002679968601812686,0.006698591157372035
0.3978027409802845,0.0026824077193153186,0.00669789560992527
0.3977149613577086,0.0026810686868590145,0.006696042132487147
0.3978932228648881,0.0026815082776802503,0.006694152349629553
0.3978836358688436,0.0026525091004854172,0.006622396340007049
0.3954050026406909,0.0026339304606721944,0.006617268416809488
0.39789047543539824,0.0026378456152672904,0.00658591534388304
0.39760222655688343,0.0026287507909098077,0.006568084280556506
0.3977489652366492,0.002609256428976806,0.006517304473282487
0.39781262261272016,0.00260895057912351,0.0065155095374283215
0.39789454192111545,0.0025940918079978155,0.006477316931177714
0.3963005523331576,0.002578463225896316,0.006464273941015519
0.39768737641388496,0.002584207889147191,0.0064561362597020475
0.39788750167808773,0.002579634710600882,0.006441564054077883
0.39776378844921345,0.0025779376035965505,0.006439342781013261
0.39775813815185823,0.0025700341420821257,0.006419818338927899
0.3976911905383109,0.0025662193193061035,0.006411422389953957
0.39765689115066405,0.002565885795176703,0.006411143850325955
0.397855859997869,0.0025657430741766636,0.006407604021591771
0.39765869439941054,0.002553495498918625,0.006380354130560892
0.39777538900893056,0.002546813401704279,0.006361908948262274
0.3973740555812246,0.002537637591401111,0.006345494854799645
0.3977702338328792,0.002535477269187315,0.006333852350512284
0.39789404616141766,0.002535842073596041,0.006332799194319247
0.3977921033819267,0.002530274275511952,0.006320591644959559
0.39707130180263484,0.0025143882389797893,0.006292488198758894
0.3978147245199502,0.002515675835454646,0.006283998999879306
0.3976085004795514,0.002510076554782148,0.00627333170428316
0.39763245274996145,0.002508293525200791,0.00626852813303829
0.39789790362375943,0.0025066705141869785,0.006260344351918883
0.3973087667685803,0.002498370533806513,0.006248939302744154
0.39770889158249106,0.002484504294948844,0.0062082591080781565
0.39790202029695454,0.002477486223071531,0.006187844739120314
0.3978106973020949,0.0024731424769973117,0.006178471952208174
0.39779694157260276,0.0024536185975604216,0.006130206529922871
0.39775012414577937,0.0024504176601600324,0.006122974369555603
0.3978860860481549,0.002448589170791593,0.006116355445484302
0.3976775812807753,0.002441030823453298,0.006100767996309613
0.3977716158860686,0.002440324197549057,0.006097579689999234
0.39782464794988426,0.0024299744782810837,0.006071071618210223
0.39782559202443596,0.0024228148842155264,0.006053278020338216
0.397775065396226,0.0024214690318984694,0.006050699652756155
0.39774953298469357,0.0024123560664508718,0.006028450315873409
0.3978618435700076,0.002405497631768014,0.006009727460016274
0.3977889063698302,0.002404553568496099,0.0060084779218197715
0.3978917326308833,0.002404805641703663,0.006007560425281722
0.39781541959488104,0.0024009637905613146,0.005999164177766763
0.39575596897894844,0.002384333954462245,0.005988677702043712
0.39790625203200425,0.0023900423595332857,0.005970683198969459
0.3979070273390775,0.0023900334271152028,0.00597064945353467
0.39777746375077355,0.002369900265037514,0.005922568728814297
0.3977239285354366,0.0023539217223507852,0.00588365919491432
0.3977360113897083,0.0023479663442028324,0.005868683763598311
0.39758497345970184,0.0023400849880703145,0.005851308735573807
0.39741740413322696,0.0023180344424298485,0.005798921533425965
0.3979081234763735,0.002317198127973842,0.005789733939584577
0.39741313478086027,0.0023088711083588064,0.005776192139390741
0.39620459887112375,0.0022992204097606796,0.005769632054994383
0.3978109307754784,0.00230360381318572,0.005757360990532197
0.3979213663144073,0.002302525292409833,0.005753093057902328
0.39782256697548124,0.002295547147937669,0.005737173766718277
0.3977493068699056,0.00228838299341923,0.005720418479071483
0.3979137865706283,0.0022880001126857237,0.005717116186930605
0.39773539081478526,0.0022830458064228903,0.005707351455365014
0.397853669004393,0.002260275285758826,0.005649079013651509
0.3979154891315554,0.002258854560157647,0.005644676116212556
0.39792113349193486,0.0022588132246426614,0.0056444937912954385
0.39780975821969083,0.0022493963287102585,0.005622659307095336
0.3977635392878196,0.0022409899152103572,0.005602411351879718
0.39772416942901334,0.002234531747270425,0.0055869061998117244
0.39781659357160937,0.002231966457387032,0.005579238823469966
0.3979025288934195,0.002229887230661917,0.005572873230971687
0.3976864589636837,0.0022231671423632348,0.005559173866381754
0.3978125400747698,0.0022223532822104887,0.0055553985892608645
0.3977821238984161,0.002219488693500183,0.005548699364281105
0.3973512731327714,0.002208320083948337,0.0055268854044271485
0.3978707631453284,0.0022014975497025497,0.005502749792944826
0.3979204690920969,0.00220054019050725,0.005499686693414831
0.39770836470796056,0.002193028984965152,0.005483924336230557
0.39790859724851557,0.0021860974100286583,0.0054639500078709005
0.39756063248653806,0.002180886806353219,0.005455742526348082
0.3977764469554195,0.0021779240371352245,0.0054454312668976105
0.3979254292558344,0.0021713744364247195,0.00542712267727804
0.3978251184776025,0.0021586345256025883,0.005396805518711384
0.39780898457490466,0.0021570931556730956,0.005393190262315549
0.39791410751752276,0.0021569031875801558,0.005391300868760108
0.3978333463164848,0.0021446186861115634,0.005361842085720003
0.39786133442373345,0.0021436342433327716,0.005359019040378396
0.39783518833388803,0.0021412190755082682,0.005353363438050537
0.3978924944175488,0.0021281555493207504,0.005320114222845765
0.39777088548236506,0.0021241921485597127,0.0053118737073332865
0.3960393837641185,0.002109215778719907,0.005297559205637663
0.39792000748118583,0.0021131363527193106,0.005282403184063895
0.39792545869375723,0.0021130942683221113,0.005282226557104901
0.39593943485991673,0.0020999362968412982,0.005275699965906865
0.3973904354317505,0.002105439692159146,0.005270241379854329
0.397813242714612,0.00210083218946396,0.005253208929862919
0.3979270156874958,0.0020985177238726006,0.005245959441580393
0.39792968771601567,0.002098506789106031,0.005245897209075754
0.3967099998993304,0.002080583906069238,0.005217234284259112
0.3977712175466478,0.0020768076745663814,0.005193992576097873
0.397677355402323,0.002070118174701183,0.005178564747832754
0.3978176312621614,0.0020638347884799433,0.005161116389971866
0.3978501176990374,0.0020603941152363193,0.005152137926779996
0.39790638854060006,0.0020550706148814405,0.005138171610886513
0.39791283492015084,0.002054958189780051,0.0051378091565868825
0.3964902682854973,0.002047572921819617,0.0051377126839869695
0.3979216040780466,0.002054851223775588,0.005137430457562801
0.3979254802059707,0.0020548247121970685,0.005137314730077688
0.3979290771352401,0.002054790323687791,0.005137182998758784
0.3977691386683573,0.0020535314662323027,0.00513610562788007
0.39658780556934803,0.0020394556500811303,0.005116197130728818
0.3978198398668076,0.0020450774569233427,0.005114420816436983
0.3979274676218196,0.0020402348368586624,0.005100998966458909
0.3978208943356783,0.002036623109441066,0.0050933720652647065
0.3977791902678729,0.0020190870906803865,0.005050264608493041
0.3977893119765849,0.002019049138860801,0.005050042308339308
0.3978426876763814,0.0020151711809616754,0.005039718830887418
0.397925595616667,0.0020111184034672706,0.005028591607036166
0.39793241378256045,0.0020110577601686747,0.005028355013300467
0.39779695142027105,0.0020029266199361045,0.005009822988827109
0.396121079322118,0.0019784140399273357,0.004969647218636619
0.39784148123645946,0.0019856783257808474,0.004966341776168762
0.3979002190947025,0.001982331612413343,0.004957284604962053
0.39792269143968695,0.001982008213434041,0.004956201352855426
0.3979336220290996,0.00198192329761037,0.004955854606730136
0.39784294758366967,0.0019693813216277905,0.004925764363045125
0.3978875597818229,0.0019681849232909415,0.004922237455266377
0.3978946024115328,0.0019679872629125164,0.0049216588741517065
0.3979284340259671,0.0019528135046860157,0.004883483576049216
0.3979288016939339,0.0019528089532382272,0.004883467759564594
0.39782926667086677,0.0019429648023358845,0.004860179495648947
0.3975305676502904,0.001940383700805684,0.004857383732766781
0.39781190622169665,0.0019361426683289224,0.004843407425514598
0.3965036532167189,0.0019167415621358407,0.004810852022772925
0.3978418703728143,0.0019210338528429243,0.004805433001753818
0.39790475775116385,0.0019095116917678052,0.004775996850808656
0.39793496029090214,0.0019090574386823,0.004774505442203216
0.3976989570728931,0.001896691408970021,0.004746526685603054
0.3979066415847428,0.0018948432362127128,0.004739460227520883
0.39792042651702303,0.0018946610596657287,0.00473884332667239
0.3979357659420999,0.0018944944291954295,0.004738246743595996
0.39793851772697625,0.0018944753675754205,0.004738166685327588
0.3977702059438543,0.0018844432968271377,0.00471517921887675
0.39784126679052395,0.0018814956397613732,0.0047070014935402145
0.39791535595448957,0.0018801709933058406,0.004702831489036019
0.39793333224215904,0.0018799459205610584,0.004702059744488873
0.3976960555624916,0.0018638194718930319,0.004664681286459604
0.3977846229537049,0.0018617771726583397,0.004658561098184967
0.39782089838729606,0.0018559101770466865,0.0046435273132639345
0.39785418734141037,0.0018532290930149034,0.004636464115543721
0.3979254740273843,0.0018508946180467024,0.0046298249801961025
0.3979393597788669,0.0018507742544882756,0.004629364501360762
0.39784722218880725,0.0018446880718308645,0.004615274976738829
0.39786390950660006,0.0018411884220250598,0.004606367123077921
0.3973237925280511,0.0018353790641855163,0.004598113221009634
0.39786767382130717,0.001837748166507513,0.004597756411129039
0.3971811697673579,0.0018344789553853768,0.004597511303773622
0.3967733788802028,0.0018312082960456715,0.004594047221127382
0.3979370785302046,0.0018362202217298558,0.004593153738537348
0.3979399260434414,0.00183618376429131,0.004593030246790884
0.3978796834738701,0.0018229620619004902,0.00456079558707186
0.3979365080043189,0.0018216496187764611,0.004556879163161368
0.39793913126029506,0.0018216314813685867,0.004556804096718653
0.39794000299441973,0.0018070585859390998,0.004520504988317062
0.39794175224283573,0.001807049006582996,0.004520461352066715
0.3978809845500829,0.0017938299548253868,0.004488223650137848
0.3979099741881867,0.001792945221038967,0.004485694584590476
0.3979196781585294,0.0017927465066876146,0.0044850907704186245
0.39793571782807535,0.0017925102692038346,0.004484322455124694
0.39794255159338043,0.0017924676696624625,0.004484139700762473
0.3963754835779749,0.0017834062146864546,0.004479131975717411
0.3976610523187896,0.0017876790339578898,0.0044753654064787
0.3976870722635677,0.0017797199269346487,0.004455238737556726
0.3979237672743878,0.0017781054452946897,0.004448579220297285
0.3979344027291535,0.0017779587170637789,0.004448095401980731
0.3979388752702002,0.0017779232357815814,0.00444795725980722
0.3979421498889599,0.0017779091910744768,0.004447885840821647
0.39794499290367935,0.0017778912975092752,0.004447809639576268
0.39645956627314993,0.0017639424710827753,0.004429528725326218
0.39790759986080765,0.0017638266175072812,0.0044131916886056945
